Query_ID,Student_Query,Department,Days_To_Deadline,Priority_Label
1166,My exam form is not submitted and tomorrow is the last date.,Library,53,High
3501,I need a bonafide certificate.,Finance Office,24,Medium
2051,Please share syllabus for Data Science course.,Finance Office,23,Low
3761,My admit card has incorrect details.,Administration,60,High
2625,I want to change my elective subject.,Finance Office,49,Medium
4485,I need a bonafide certificate.,IT Support,13,Medium
4436,How to join student clubs?,Hostel Office,39,Low
4779,My admit card has incorrect details.,Academic Office,13,High
4649,I have not received my scholarship amount.,Hostel Office,45,High
4362,What is the hostel application procedure?,Academic Office,28,Low
2425,When will the library issue new ID cards?,Administration,17,Low
1263,My exam form is not submitted and tomorrow is the last date.,Finance Office,15,High
1772,What are university working hours?,IT Support,11,Low
3512,When will the library issue new ID cards?,Examination Cell,54,Low
272,I cannot download my hall ticket for tomorrow's exam.,Hostel Office,26,High
245,What are university working hours?,Library,37,Low
5821,I cannot download my hall ticket for tomorrow's exam.,Academic Office,55,High
4573,I need a bonafide certificate.,Library,10,Medium
2033,LMS is not allowing assignment upload.,IT Support,15,Medium
4741,I want to change my elective subject.,Finance Office,60,Medium
814,How to reset my university portal password?,Finance Office,15,Medium
3811,Fee payment deadline is today but portal is not working.,Hostel Office,49,High
4869,My admit card has incorrect details.,Examination Cell,18,High
1805,My exam form is not submitted and tomorrow is the last date.,Hostel Office,3,High
4347,What is the hostel application procedure?,Examination Cell,14,Low
2462,My admit card has incorrect details.,Finance Office,27,High
546,My admit card has incorrect details.,Hostel Office,17,High
3242,I cannot download my hall ticket for tomorrow's exam.,Library,28,High
739,I want to change my elective subject.,Library,55,Medium
311,How to join student clubs?,Academic Office,38,Low
3522,How to reset my university portal password?,Academic Office,25,Medium
1132,What are university working hours?,Library,54,Low
5907,I need a bonafide certificate.,Administration,24,Medium
4112,I cannot download my hall ticket for tomorrow's exam.,IT Support,25,High
2770,Fee payment deadline is today but portal is not working.,Academic Office,6,High
921,Request for internship approval letter.,Examination Cell,41,Medium
3588,My admit card has incorrect details.,Examination Cell,60,High
3960,Please share syllabus for Data Science course.,Academic Office,24,Low
39,I need a bonafide certificate.,IT Support,27,Medium
4460,I need a bonafide certificate.,Finance Office,32,Medium
4279,My admit card has incorrect details.,Library,53,High
2984,When will the library issue new ID cards?,Finance Office,48,Low
5986,My exam form is not submitted and tomorrow is the last date.,IT Support,17,High
2668,Please share syllabus for Data Science course.,Administration,13,Low
3224,Please share syllabus for Data Science course.,Examination Cell,20,Low
1183,Request for internship approval letter.,Library,27,Medium
615,I have not received my scholarship amount.,Finance Office,30,High
5890,How to reset my university portal password?,Examination Cell,51,Medium
1467,I have not received my scholarship amount.,Examination Cell,26,High
4498,Request for internship approval letter.,IT Support,60,Medium
3043,My admit card has incorrect details.,Hostel Office,39,High
935,When will the library issue new ID cards?,Finance Office,16,Low
2420,LMS is not allowing assignment upload.,Hostel Office,60,Medium
5412,I want to change my elective subject.,Library,43,Medium
4857,Please share syllabus for Data Science course.,Academic Office,5,Low
827,LMS is not allowing assignment upload.,Examination Cell,50,Medium
1522,Request for internship approval letter.,Hostel Office,9,Medium
2931,What is the hostel application procedure?,Library,57,Low
4233,What is the hostel application procedure?,Examination Cell,39,Low
629,How to join student clubs?,Finance Office,19,Low
4431,Please share syllabus for Data Science course.,Administration,6,Low
3854,I have not received my scholarship amount.,Academic Office,22,High
391,I cannot download my hall ticket for tomorrow's exam.,Finance Office,6,High
4346,What is the hostel application procedure?,IT Support,12,Low
5851,What are university working hours?,Library,52,Low
3991,Request for internship approval letter.,Academic Office,33,Medium
401,My exam form is not submitted and tomorrow is the last date.,Finance Office,9,High
3360,Fee payment deadline is today but portal is not working.,IT Support,50,High
47,My admit card has incorrect details.,Academic Office,45,High
5754,LMS is not allowing assignment upload.,IT Support,39,Medium
5910,Please share syllabus for Data Science course.,Administration,39,Low
3643,Please share syllabus for Data Science course.,IT Support,1,Low
3727,Fee payment deadline is today but portal is not working.,Library,38,High
5825,Please share syllabus for Data Science course.,Academic Office,48,Low
2422,I need a bonafide certificate.,Library,45,Medium
1751,Fee payment deadline is today but portal is not working.,IT Support,55,High
5799,Fee payment deadline is today but portal is not working.,Hostel Office,45,High
4908,My exam form is not submitted and tomorrow is the last date.,Administration,48,High
4063,How to join student clubs?,Academic Office,15,Low
339,My admit card has incorrect details.,Hostel Office,42,High
216,I cannot download my hall ticket for tomorrow's exam.,Library,15,High
3664,How to join student clubs?,Administration,28,Low
1342,My exam form is not submitted and tomorrow is the last date.,Hostel Office,14,High
5485,I need a bonafide certificate.,Library,21,Medium
3895,What are university working hours?,Finance Office,24,Low
3641,I cannot download my hall ticket for tomorrow's exam.,Examination Cell,32,High
330,When will the library issue new ID cards?,Hostel Office,14,Low
3005,How to reset my university portal password?,Hostel Office,4,Medium
5732,My exam form is not submitted and tomorrow is the last date.,IT Support,28,High
3116,My exam form is not submitted and tomorrow is the last date.,Finance Office,12,High
5802,I cannot download my hall ticket for tomorrow's exam.,IT Support,34,High
2323,When will the library issue new ID cards?,Examination Cell,6,Low
4198,How to reset my university portal password?,Finance Office,49,Medium
3550,My admit card has incorrect details.,Academic Office,48,High
1459,I have not received my scholarship amount.,Examination Cell,51,High
172,What is the hostel application procedure?,Finance Office,8,Low
4204,How to reset my university portal password?,Finance Office,30,Medium
5021,My exam form is not submitted and tomorrow is the last date.,IT Support,49,High
3570,I want to change my elective subject.,Finance Office,14,Medium
4227,My admit card has incorrect details.,Academic Office,15,High
4889,Please share syllabus for Data Science course.,Finance Office,48,Low
4937,My exam form is not submitted and tomorrow is the last date.,Academic Office,8,High
939,How to reset my university portal password?,Hostel Office,4,Medium
61,What is the hostel application procedure?,Examination Cell,50,Low
1241,Please share syllabus for Data Science course.,Hostel Office,32,Low
5010,I want to change my elective subject.,Library,19,Medium
2121,Fee payment deadline is today but portal is not working.,IT Support,33,High
1525,My exam form is not submitted and tomorrow is the last date.,Hostel Office,60,High
154,I need a bonafide certificate.,Finance Office,41,Medium
482,I have not received my scholarship amount.,Hostel Office,58,High
4461,I have not received my scholarship amount.,Academic Office,15,High
3921,What are university working hours?,Hostel Office,26,Low
1763,My admit card has incorrect details.,Academic Office,6,High
751,I want to change my elective subject.,IT Support,16,Medium
1786,What is the hostel application procedure?,Examination Cell,31,Low
4502,Fee payment deadline is today but portal is not working.,Academic Office,21,High
2712,I cannot download my hall ticket for tomorrow's exam.,Library,29,High
4846,I cannot download my hall ticket for tomorrow's exam.,Examination Cell,19,High
4194,Fee payment deadline is today but portal is not working.,Library,47,High
1334,What are university working hours?,Administration,16,Low
5336,Fee payment deadline is today but portal is not working.,Administration,4,High
2855,How to reset my university portal password?,Library,10,Medium
187,Request for internship approval letter.,Academic Office,19,Medium
1137,What are university working hours?,IT Support,2,Low
2059,Please share syllabus for Data Science course.,Library,11,Low
5023,I need a bonafide certificate.,Examination Cell,26,Medium
149,When will the library issue new ID cards?,Examination Cell,56,Low
4125,When will the library issue new ID cards?,IT Support,60,Low
3364,How to join student clubs?,Finance Office,10,Low
2867,Please share syllabus for Data Science course.,Administration,59,Low
